Report Type,Start Date,End Date,Total Cases,Unique Crime Types,Total Arrests,Total Domestic Cases,Total Violent Cases,Total Property Cases,Unique Beats,Unique Wards,Unique Districts,Arrest Rate,Domestic Rate,Violent Rate,Property Rate,Report Type_prior,Start Date_prior,End Date_prior,Total Cases_prior,Unique Crime Types_prior,Total Arrests_prior,Total Domestic Cases_prior,Total Violent Cases_prior,Total Property Cases_prior,Unique Beats_prior,Unique Wards_prior,Unique Districts_prior,Arrest Rate_prior,Domestic Rate_prior,Violent Rate_prior,Property Rate_prior,Arrest Rate Change,Domestic Rate Change,Violent Rate Change,Property Rate Change,Case Growth %
R12,2022-04-30,2023-04-30,253714,31,29792,45541,34916,87027,275,50,24,11.74,17.95,13.76,34.3,Prior R12,2021-04-30,2022-04-30,215786,31,26156,47378,33650,58972,274,50,24,12.12,21.96,15.59,27.33,-0.379999999999999,-4.010000000000002,-1.83,6.969999999999999,17.58
R12,2022-05-31,2023-05-31,255808,31,29604,45518,35106,88719,275,50,24,11.57,17.79,13.72,34.68,Prior R12,2021-05-31,2022-05-31,218002,31,26437,46983,33890,60515,274,50,24,12.13,21.55,15.55,27.76,-0.5600000000000005,-3.7600000000000016,-1.83,6.919999999999998,17.34
R12,2022-06-30,2023-06-30,257640,31,29701,45492,35187,90178,275,50,24,11.53,17.66,13.66,35.0,Prior R12,2021-06-30,2022-06-30,219961,31,26554,46657,34036,62468,274,50,24,12.07,21.21,15.47,28.4,-0.5400000000000009,-3.5500000000000007,-1.8100000000000005,6.600000000000001,17.13
R12,2022-07-31,2023-07-31,259407,31,30102,45906,35382,90485,275,50,24,11.6,17.7,13.64,34.88,Prior R12,2021-07-31,2022-07-31,223194,31,26754,46383,34128,65347,274,50,24,11.99,20.78,15.29,29.28,-0.39000000000000057,-3.080000000000002,-1.6499999999999986,5.600000000000001,16.22
R12,2022-08-31,2023-08-31,261250,31,30434,46009,35807,91032,275,50,24,11.65,17.61,13.71,34.84,Prior R12,2021-08-31,2022-08-31,226798,31,27234,46120,34203,68025,274,50,24,12.01,20.34,15.08,29.99,-0.35999999999999943,-2.7300000000000004,-1.3699999999999992,4.850000000000005,15.19
R12,2022-09-30,2023-09-30,261484,31,30626,46185,36122,90666,275,50,24,11.71,17.66,13.81,34.67,Prior R12,2021-09-30,2022-09-30,229903,31,27650,45762,34098,70769,274,50,24,12.03,19.9,14.83,30.78,-0.3199999999999985,-2.2399999999999984,-1.0199999999999996,3.8900000000000006,13.74
R12,2022-10-31,2023-10-31,261366,31,31046,46389,36416,89788,275,50,24,11.88,17.75,13.93,34.35,Prior R12,2021-10-31,2022-10-31,233791,31,27947,45576,34058,74054,274,50,24,11.95,19.49,14.57,31.68,-0.06999999999999851,-1.7399999999999984,-0.6400000000000006,2.6700000000000017,11.79
R12,2022-11-30,2023-11-30,261783,31,31637,46676,36600,89053,275,50,24,12.09,17.83,13.98,34.02,Prior R12,2021-11-30,2022-11-30,237212,31,27965,45342,34073,77017,274,50,24,11.79,19.11,14.36,32.47,0.3000000000000007,-1.2800000000000011,-0.379999999999999,1.5500000000000043,10.36
R12,2022-12-31,2023-12-31,263208,31,32147,47069,36826,89106,275,50,24,12.21,17.88,13.99,33.85,Prior R12,2021-12-31,2022-12-31,239826,31,28175,44961,33914,79293,274,50,24,11.75,18.75,14.14,33.06,0.46000000000000085,-0.870000000000001,-0.15000000000000036,0.7899999999999991,9.75
R12,2023-01-31,2024-01-31,261296,31,32370,46896,36422,87984,275,50,23,12.39,17.95,13.94,33.67,Prior R12,2022-01-31,2023-01-31,245466,31,29073,45381,34427,82006,275,50,24,11.84,18.49,14.03,33.41,0.5500000000000007,-0.5399999999999991,-0.08999999999999986,0.2600000000000051,6.45
R12,2024-03-31,2025-03-31,252865,31,36631,46912,33662,82987,274,50,23,14.49,18.55,13.31,32.82,Prior R12,2023-03-31,2024-03-31,263134,31,33066,47349,36889,87952,275,50,23,12.57,17.99,14.02,33.42,1.92,0.5600000000000023,-0.7099999999999991,-0.6000000000000014,-3.9
R12,2024-04-30,2025-04-30,251936,31,37118,46816,33144,82797,274,50,23,14.73,18.58,13.16,32.86,Prior R12,2023-04-30,2024-04-30,262639,31,33282,47346,36854,87298,275,50,23,12.67,18.03,14.03,33.24,2.0600000000000005,0.5499999999999972,-0.8699999999999992,-0.38000000000000256,-4.08
R12,2024-05-31,2025-05-31,249315,31,37368,46385,32334,82142,274,50,23,14.99,18.6,12.97,32.95,Prior R12,2023-05-31,2024-05-31,263331,31,33539,47648,37013,87095,275,50,23,12.74,18.09,14.06,33.07,2.25,0.5100000000000016,-1.0899999999999999,-0.11999999999999744,-5.32
R12,2024-06-30,2025-06-30,247102,31,37513,46292,31818,81239,274,50,23,15.18,18.73,12.88,32.88,Prior R12,2023-06-30,2024-06-30,263797,31,33762,47774,37157,86974,275,50,23,12.8,18.11,14.09,32.97,2.379999999999999,0.620000000000001,-1.209999999999999,-0.0899999999999963,-6.33
R12,2024-07-31,2025-07-31,245413,31,37511,46095,31122,80490,274,50,23,15.28,18.78,12.68,32.8,Prior R12,2023-07-31,2024-07-31,263795,31,34253,47611,37232,87194,275,50,23,12.98,18.05,14.11,33.05,2.299999999999999,0.7300000000000004,-1.4299999999999997,-0.25,-6.97
R12,2024-08-31,2025-08-31,243309,31,37519,46022,30569,79375,274,50,23,15.42,18.92,12.56,32.62,Prior R12,2023-08-31,2024-08-31,262522,31,34403,47387,36846,86977,275,50,23,13.1,18.05,14.04,33.13,2.3200000000000003,0.870000000000001,-1.4799999999999986,-0.5100000000000051,-7.32
